STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.407915453 GHz,
TABLE,Region montaSL,Group 1 Raw,L3CACHE,6
Region Info,Core 3,
RDTSC Runtime [s],0.000088,
call count,1,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,186270
CPU_CLK_UNHALTED_CORE,FIXC1,106647
CPU_CLK_UNHALTED_REF,FIXC2,280024
MEM_LOAD_RETIRED_L3_HIT,PMC0,106
MEM_LOAD_RETIRED_L3_MISS,PMC1,39
UOPS_RETIRED_ALL,PMC2,227966
TABLE,Region montaSL,Group 1 Metric,L3CACHE,7
Metric,Core 3,
Runtime (RDTSC) [s],0.0001,
Runtime unhalted [s],3.129391e-05,
Clock [MHz],1297.9029,
CPI,0.5725,
L3 request rate,0.0006,
L3 miss rate,0.0002,
L3 miss ratio,0.2690,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.407915453 GHz,
TABLE,Region resolveSL,Group 1 Raw,L3CACHE,6
Region Info,Core 3,
RDTSC Runtime [s],0.000004,
call count,1,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,8750
CPU_CLK_UNHALTED_CORE,FIXC1,13604
CPU_CLK_UNHALTED_REF,FIXC2,36210
MEM_LOAD_RETIRED_L3_HIT,PMC0,46
MEM_LOAD_RETIRED_L3_MISS,PMC1,2
UOPS_RETIRED_ALL,PMC2,11002
TABLE,Region resolveSL,Group 1 Metric,L3CACHE,7
Metric,Core 3,
Runtime (RDTSC) [s],3.923143e-06,
Runtime unhalted [s],3.991883e-06,
Clock [MHz],1280.3447,
CPI,1.5547,
L3 request rate,0.0044,
L3 miss rate,0.0002,
L3 miss ratio,0.0417,
