STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.40793361 GHz,
TABLE,Region montaSL,Group 1 Raw,L3CACHE,6
Region Info,Core 3,
RDTSC Runtime [s],0.000081,
call count,1,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,566255
CPU_CLK_UNHALTED_CORE,FIXC1,284888
CPU_CLK_UNHALTED_REF,FIXC2,262558
MEM_LOAD_RETIRED_L3_HIT,PMC0,104
MEM_LOAD_RETIRED_L3_MISS,PMC1,42
UOPS_RETIRED_ALL,PMC2,685932
TABLE,Region montaSL,Group 1 Metric,L3CACHE,7
Metric,Core 3,
Runtime (RDTSC) [s],0.0001,
Runtime unhalted [s],0.0001,
Clock [MHz],3697.7711,
CPI,0.5031,
L3 request rate,0.0002,
L3 miss rate,0.0001,
L3 miss ratio,0.2877,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.40793361 GHz,
TABLE,Region resolveSL,Group 1 Raw,L3CACHE,6
Region Info,Core 3,
RDTSC Runtime [s],0.000001,
call count,1,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,8750
CPU_CLK_UNHALTED_CORE,FIXC1,13711
CPU_CLK_UNHALTED_REF,FIXC2,12212
MEM_LOAD_RETIRED_L3_HIT,PMC0,46
MEM_LOAD_RETIRED_L3_MISS,PMC1,2
UOPS_RETIRED_ALL,PMC2,11018
TABLE,Region resolveSL,Group 1 Metric,L3CACHE,7
Metric,Core 3,
Runtime (RDTSC) [s],1.427236e-06,
Runtime unhalted [s],4.023259e-06,
Clock [MHz],3826.2510,
CPI,1.5670,
L3 request rate,0.0044,
L3 miss rate,0.0002,
L3 miss ratio,0.0417,
