STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.407983162 GHz,
TABLE,Region montaSL,Group 1 Raw,L3CACHE,6
Region Info,Core 3,
RDTSC Runtime [s],0.031363,
call count,1,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,139707400
CPU_CLK_UNHALTED_CORE,FIXC1,63771810
CPU_CLK_UNHALTED_REF,FIXC2,105987200
MEM_LOAD_RETIRED_L3_HIT,PMC0,2545
MEM_LOAD_RETIRED_L3_MISS,PMC1,60
UOPS_RETIRED_ALL,PMC2,168267600
TABLE,Region montaSL,Group 1 Metric,L3CACHE,7
Metric,Core 3,
Runtime (RDTSC) [s],0.0314,
Runtime unhalted [s],0.0187,
Clock [MHz],2050.5613,
CPI,0.4565,
L3 request rate,1.548129e-05,
L3 miss rate,3.565749e-07,
L3 miss ratio,0.0230,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.407983162 GHz,
TABLE,Region resolveSL,Group 1 Raw,L3CACHE,6
Region Info,Core 3,
RDTSC Runtime [s],0.000002,
call count,1,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,8750
CPU_CLK_UNHALTED_CORE,FIXC1,14440
CPU_CLK_UNHALTED_REF,FIXC2,15336
MEM_LOAD_RETIRED_L3_HIT,PMC0,62
MEM_LOAD_RETIRED_L3_MISS,PMC1,2
UOPS_RETIRED_ALL,PMC2,10995
TABLE,Region resolveSL,Group 1 Metric,L3CACHE,7
Metric,Core 3,
Runtime (RDTSC) [s],1.653764e-06,
Runtime unhalted [s],4.237110e-06,
Clock [MHz],3208.8730,
CPI,1.6503,
L3 request rate,0.0058,
L3 miss rate,0.0002,
L3 miss ratio,0.0312,
