STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.407988626 GHz,
TABLE,Region montaSL,Group 1 Raw,L3CACHE,6
Region Info,Core 3,
RDTSC Runtime [s],0.001409,
call count,1,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,11451680
CPU_CLK_UNHALTED_CORE,FIXC1,5249258
CPU_CLK_UNHALTED_REF,FIXC2,4745498
MEM_LOAD_RETIRED_L3_HIT,PMC0,107
MEM_LOAD_RETIRED_L3_MISS,PMC1,56
UOPS_RETIRED_ALL,PMC2,13796420
TABLE,Region montaSL,Group 1 Metric,L3CACHE,7
Metric,Core 3,
Runtime (RDTSC) [s],0.0014,
Runtime unhalted [s],0.0015,
Clock [MHz],3769.7649,
CPI,0.4584,
L3 request rate,1.181466e-05,
L3 miss rate,4.059024e-06,
L3 miss ratio,0.3436,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.407988626 GHz,
TABLE,Region resolveSL,Group 1 Raw,L3CACHE,6
Region Info,Core 3,
RDTSC Runtime [s],0.000001,
call count,1,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,8750
CPU_CLK_UNHALTED_CORE,FIXC1,13088
CPU_CLK_UNHALTED_REF,FIXC2,11644
MEM_LOAD_RETIRED_L3_HIT,PMC0,49
MEM_LOAD_RETIRED_L3_MISS,PMC1,2
UOPS_RETIRED_ALL,PMC2,10999
TABLE,Region resolveSL,Group 1 Metric,L3CACHE,7
Metric,Core 3,
Runtime (RDTSC) [s],1.351533e-06,
Runtime unhalted [s],3.840388e-06,
Clock [MHz],3830.6214,
CPI,1.4958,
L3 request rate,0.0046,
L3 miss rate,0.0002,
L3 miss ratio,0.0392,
