STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.407905147 GHz,
TABLE,Region montaSL,Group 1 Raw,ENERGY,8
Region Info,Core 3,
RDTSC Runtime [s],0.001045,
call count,1,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,8390701
CPU_CLK_UNHALTED_CORE,FIXC1,3848604
CPU_CLK_UNHALTED_REF,FIXC2,3553124
TEMP_CORE,TMP0,191
PWR_PKG_ENERGY,PWR0,0.0087
PWR_PP0_ENERGY,PWR1,0.0092
PWR_PP1_ENERGY,PWR2,0
PWR_DRAM_ENERGY,PWR3,0.0005
TABLE,Region montaSL,Group 1 Metric,ENERGY,13
Metric,Core 3,
Runtime (RDTSC) [s],0.0010,
Runtime unhalted [s],0.0011,
Clock [MHz],3691.3087,
CPI,0.4587,
Temperature [C],191,
Energy [J],0.0087,
Power [W],8.3551,
Energy PP0 [J],0.0092,
Power PP0 [W],8.7641,
Energy PP1 [J],0,
Power PP1 [W],0,
Energy DRAM [J],0.0005,
Power DRAM [W],0.4674,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.407905147 GHz,
TABLE,Region resolveSL,Group 1 Raw,ENERGY,8
Region Info,Core 3,
RDTSC Runtime [s],0.000001,
call count,1,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,9087
CPU_CLK_UNHALTED_CORE,FIXC1,14241
CPU_CLK_UNHALTED_REF,FIXC2,12780
TEMP_CORE,TMP0,191
PWR_PKG_ENERGY,PWR0,0
PWR_PP0_ENERGY,PWR1,0.0010
PWR_PP1_ENERGY,PWR2,0
PWR_DRAM_ENERGY,PWR3,0
TABLE,Region resolveSL,Group 1 Metric,ENERGY,13
Metric,Core 3,
Runtime (RDTSC) [s],1.463048e-06,
Runtime unhalted [s],4.178813e-06,
Clock [MHz],3797.4943,
CPI,1.5672,
Temperature [C],191,
Energy [J],0,
Power [W],0,
Energy PP0 [J],0.0010,
Power PP0 [W],667.4849,
Energy PP1 [J],0,
Power PP1 [W],0,
Energy DRAM [J],0,
Power DRAM [W],0,
