STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.407933293 GHz,
TABLE,Region montaSL,Group 1 Raw,ENERGY,8
Region Info,Core 3,
RDTSC Runtime [s],0.013107,
call count,1,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,106106600
CPU_CLK_UNHALTED_CORE,FIXC1,48807780
CPU_CLK_UNHALTED_REF,FIXC2,44005940
TEMP_CORE,TMP0,208
PWR_PKG_ENERGY,PWR0,0.1122
PWR_PP0_ENERGY,PWR1,0.1092
PWR_PP1_ENERGY,PWR2,0
PWR_DRAM_ENERGY,PWR3,0.0065
TABLE,Region montaSL,Group 1 Metric,ENERGY,13
Metric,Core 3,
Runtime (RDTSC) [s],0.0131,
Runtime unhalted [s],0.0143,
Clock [MHz],3779.8001,
CPI,0.4600,
Temperature [C],208,
Energy [J],0.1122,
Power [W],8.5638,
Energy PP0 [J],0.1092,
Power PP0 [W],8.3309,
Energy PP1 [J],0,
Power PP1 [W],0,
Energy DRAM [J],0.0065,
Power DRAM [W],0.4983,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.407933293 GHz,
TABLE,Region resolveSL,Group 1 Raw,ENERGY,8
Region Info,Core 3,
RDTSC Runtime [s],0.000001,
call count,1,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,8628
CPU_CLK_UNHALTED_CORE,FIXC1,14585
CPU_CLK_UNHALTED_REF,FIXC2,13064
TEMP_CORE,TMP0,208
PWR_PKG_ENERGY,PWR0,0.0091
PWR_PP0_ENERGY,PWR1,0.0012
PWR_PP1_ENERGY,PWR2,0
PWR_DRAM_ENERGY,PWR3,0.0005
TABLE,Region resolveSL,Group 1 Metric,ENERGY,13
Metric,Core 3,
Runtime (RDTSC) [s],1.335100e-06,
Runtime unhalted [s],4.279720e-06,
Clock [MHz],3804.7081,
CPI,1.6904,
Temperature [C],208,
Energy [J],0.0091,
Power [W],6811.6531,
Energy PP0 [J],0.0012,
Power PP0 [W],914.3158,
Energy PP1 [J],0,
Power PP1 [W],0,
Energy DRAM [J],0.0005,
Power DRAM [W],411.4421,
