STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.407991201 GHz,
TABLE,Region montaSL,Group 1 Raw,ENERGY,8
Region Info,Core 3,
RDTSC Runtime [s],4.353775,
call count,1,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,36971720000
CPU_CLK_UNHALTED_CORE,FIXC1,16325160000
CPU_CLK_UNHALTED_REF,FIXC2,14727330000
TEMP_CORE,TMP0,204
PWR_PKG_ENERGY,PWR0,37.6830
PWR_PP0_ENERGY,PWR1,36.7357
PWR_PP1_ENERGY,PWR2,0.0201
PWR_DRAM_ENERGY,PWR3,2.1707
TABLE,Region montaSL,Group 1 Metric,ENERGY,13
Metric,Core 3,
Runtime (RDTSC) [s],4.3538,
Runtime unhalted [s],4.7903,
Clock [MHz],3777.7385,
CPI,0.4416,
Temperature [C],204,
Energy [J],37.6830,
Power [W],8.6553,
Energy PP0 [J],36.7357,
Power PP0 [W],8.4377,
Energy PP1 [J],0.0201,
Power PP1 [W],0.0046,
Energy DRAM [J],2.1707,
Power DRAM [W],0.4986,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.407991201 GHz,
TABLE,Region resolveSL,Group 1 Raw,ENERGY,8
Region Info,Core 3,
RDTSC Runtime [s],0.107773,
call count,1,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,528990700
CPU_CLK_UNHALTED_CORE,FIXC1,405229300
CPU_CLK_UNHALTED_REF,FIXC2,364323600
TEMP_CORE,TMP0,205
PWR_PKG_ENERGY,PWR0,1.3769
PWR_PP0_ENERGY,PWR1,1.3130
PWR_PP1_ENERGY,PWR2,0
PWR_DRAM_ENERGY,PWR3,0.1740
TABLE,Region resolveSL,Group 1 Metric,ENERGY,13
Metric,Core 3,
Runtime (RDTSC) [s],0.1078,
Runtime unhalted [s],0.1189,
Clock [MHz],3790.6353,
CPI,0.7660,
Temperature [C],205,
Energy [J],1.3769,
Power [W],12.7759,
Energy PP0 [J],1.3130,
Power PP0 [W],12.1835,
Energy PP1 [J],0,
Power PP1 [W],0,
Energy DRAM [J],0.1740,
Power DRAM [W],1.6146,
