STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.407965868 GHz,
TABLE,Region montaSL,Group 1 Raw,ENERGY,8
Region Info,Core 3,
RDTSC Runtime [s],0.006625,
call count,1,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,53057610
CPU_CLK_UNHALTED_CORE,FIXC1,24380490
CPU_CLK_UNHALTED_REF,FIXC2,22172310
TEMP_CORE,TMP0,204
PWR_PKG_ENERGY,PWR0,0.0518
PWR_PP0_ENERGY,PWR1,0.0565
PWR_PP1_ENERGY,PWR2,0
PWR_DRAM_ENERGY,PWR3,0.0030
TABLE,Region montaSL,Group 1 Metric,ENERGY,13
Metric,Core 3,
Runtime (RDTSC) [s],0.0066,
Runtime unhalted [s],0.0072,
Clock [MHz],3747.3713,
CPI,0.4595,
Temperature [C],204,
Energy [J],0.0518,
Power [W],7.8221,
Energy PP0 [J],0.0565,
Power PP0 [W],8.5315,
Energy PP1 [J],0,
Power PP1 [W],0,
Energy DRAM [J],0.0030,
Power DRAM [W],0.4515,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.407965868 GHz,
TABLE,Region resolveSL,Group 1 Raw,ENERGY,8
Region Info,Core 3,
RDTSC Runtime [s],0.000001,
call count,1,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,8628
CPU_CLK_UNHALTED_CORE,FIXC1,13762
CPU_CLK_UNHALTED_REF,FIXC2,12212
TEMP_CORE,TMP0,204
PWR_PKG_ENERGY,PWR0,0
PWR_PP0_ENERGY,PWR1,0.0013
PWR_PP1_ENERGY,PWR2,0
PWR_DRAM_ENERGY,PWR3,0
TABLE,Region resolveSL,Group 1 Metric,ENERGY,13
Metric,Core 3,
Runtime (RDTSC) [s],1.239442e-06,
Runtime unhalted [s],4.038186e-06,
Clock [MHz],3840.5197,
CPI,1.5950,
Temperature [C],204,
Energy [J],0,
Power [W],0,
Energy PP0 [J],0.0013,
Power PP0 [W],1083.3690,
Energy PP1 [J],0,
Power PP1 [W],0,
Energy DRAM [J],0,
Power DRAM [W],0,
