STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.407927368 GHz,
TABLE,Region montaSL,Group 1 Raw,ENERGY,8
Region Info,Core 3,
RDTSC Runtime [s],0.004079,
call count,1,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,14155010
CPU_CLK_UNHALTED_CORE,FIXC1,6488772
CPU_CLK_UNHALTED_REF,FIXC2,13853090
TEMP_CORE,TMP0,195
PWR_PKG_ENERGY,PWR0,0.0110
PWR_PP0_ENERGY,PWR1,0.0084
PWR_PP1_ENERGY,PWR2,0
PWR_DRAM_ENERGY,PWR3,0.0025
TABLE,Region montaSL,Group 1 Metric,ENERGY,13
Metric,Core 3,
Runtime (RDTSC) [s],0.0041,
Runtime unhalted [s],0.0019,
Clock [MHz],1596.2694,
CPI,0.4584,
Temperature [C],195,
Energy [J],0.0110,
Power [W],2.7086,
Energy PP0 [J],0.0084,
Power PP0 [W],2.0651,
Energy PP1 [J],0,
Power PP1 [W],0,
Energy DRAM [J],0.0025,
Power DRAM [W],0.6135,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.407927368 GHz,
TABLE,Region resolveSL,Group 1 Raw,ENERGY,8
Region Info,Core 3,
RDTSC Runtime [s],0.000003,
call count,1,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,8628
CPU_CLK_UNHALTED_CORE,FIXC1,13554
CPU_CLK_UNHALTED_REF,FIXC2,28968
TEMP_CORE,TMP0,195
PWR_PKG_ENERGY,PWR0,0
PWR_PP0_ENERGY,PWR1,0.0005
PWR_PP1_ENERGY,PWR2,0
PWR_DRAM_ENERGY,PWR3,0
TABLE,Region resolveSL,Group 1 Metric,ENERGY,13
Metric,Core 3,
Runtime (RDTSC) [s],2.943682e-06,
Runtime unhalted [s],3.977197e-06,
Clock [MHz],1594.5543,
CPI,1.5709,
Temperature [C],195,
Energy [J],0,
Power [W],0,
Energy PP0 [J],0.0005,
Power PP0 [W],186.6086,
Energy PP1 [J],0,
Power PP1 [W],0,
Energy DRAM [J],0,
Power DRAM [W],0,
