STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.407981243 GHz,
TABLE,Region montaSL,Group 1 Raw,L3CACHE,6
Region Info,Core 3,
RDTSC Runtime [s],0.001712,
call count,1,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,5595455
CPU_CLK_UNHALTED_CORE,FIXC1,2574926
CPU_CLK_UNHALTED_REF,FIXC2,5766904
MEM_LOAD_RETIRED_L3_HIT,PMC0,118
MEM_LOAD_RETIRED_L3_MISS,PMC1,44
UOPS_RETIRED_ALL,PMC2,6743440
TABLE,Region montaSL,Group 1 Metric,L3CACHE,7
Metric,Core 3,
Runtime (RDTSC) [s],0.0017,
Runtime unhalted [s],0.0008,
Clock [MHz],1521.6656,
CPI,0.4602,
L3 request rate,2.402335e-05,
L3 miss rate,6.524860e-06,
L3 miss ratio,0.2716,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.407981243 GHz,
TABLE,Region resolveSL,Group 1 Raw,L3CACHE,6
Region Info,Core 3,
RDTSC Runtime [s],0.000003,
call count,1,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,8750
CPU_CLK_UNHALTED_CORE,FIXC1,13305
CPU_CLK_UNHALTED_REF,FIXC2,28542
MEM_LOAD_RETIRED_L3_HIT,PMC0,46
MEM_LOAD_RETIRED_L3_MISS,PMC1,2
UOPS_RETIRED_ALL,PMC2,10999
TABLE,Region resolveSL,Group 1 Metric,L3CACHE,7
Metric,Core 3,
Runtime (RDTSC) [s],3.174897e-06,
Runtime unhalted [s],3.904071e-06,
Clock [MHz],1588.6480,
CPI,1.5206,
L3 request rate,0.0044,
L3 miss rate,0.0002,
L3 miss ratio,0.0417,
